"MSN","YYYY","MM","Value","Column_Order","Description","Unit"
"CLRCPUS","1990","12","211.763","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1990","13","1344.774","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1991","01","155.243","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1991","02","108.94","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1991","03","97.322","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1991","04","72.544","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1991","05","59.434","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1991","06","57.904","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1991","07","76.798","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1991","08","69.474","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1991","09","57.488","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1991","10","63.614","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1991","11","121.91","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1991","12","156.274","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1991","13","1096.944","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1992","01","132.284","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1992","02","104.796","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1992","03","94.645","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1992","04","95.785","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1992","05","57.775","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
"CLRCPUS","1992","06","53.214","1","Coal Consumed by the Residential Sector","Thousand Short Tons"
