"MSN","YYYY","MM","Value","Column_Order","Description","Unit"
"WDPRBUS","1993","09","197.49","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1993","10","203.03","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1993","11","209.594","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1993","12","208.767","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1993","13","2259.774","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1994","01","252.903","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1994","02","194.065","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1994","03","202.598","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1994","04","183.168","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1994","05","141.247","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1994","06","156.533","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1994","07","216.33","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1994","08","193.374","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1994","09","180.928","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1994","10","209.489","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1994","11","198.716","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1994","12","194.468","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1994","13","2323.82","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1995","01","181.661","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1995","02","151.839","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1995","03","181.966","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1995","04","202.143","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1995","05","174.718","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1995","06","164.965","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1995","07","234.038","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1995","08","240.237","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1995","09","208.217","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1995","10","227.438","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1995","11","203.6","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1995","12","199.049","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1995","13","2369.869","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1996","01","215.337","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1996","02","169.485","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1996","03","196.558","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1996","04","149.671","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1996","05","176.787","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1996","06","197.279","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1996","07","221.032","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1996","08","241.559","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1996","09","201.147","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1996","10","241.017","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1996","11","230.3","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1996","12","196.854","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1996","13","2437.027","1","Wood Energy Production","Trillion Btu"
"WDPRBUS","1997","01","219.532","1","Wood Energy Production","Trillion Btu"
